uniqueID,drugName,condition,review,rating,date,usefulCount
171516,Wellbutrin,Depression,"""I spent a lot of time reading reviews and it took me awhile to even start the medication but I finally said screw it I'll try it. After reading the reviews most people said they felt better almost right away so after 2 months when I still wasn't feeling great I started to get nervous. Then 3 months approached and I started crying less and less and I actually got excited to do things again and by 4 months I feel great!! I'm so glad I stuck with it. If your depression is bad this really can take up to 3 months but don't give up! I did have to take buspar with it because I'm just naturally an anxious person and that helped with my anxiety and to balance it out. I now take 100mg of bupropion in am and 100mg in afternoon and it's just enough!""",8,2015-06-09,93
171400,Wellbutrin,Depression,"""Started post-break-up. Happy now, don't credit meds, but still take WB & never want to stop (unlike Clonaz. & Desipr.) bc other reasons to take. Lost weight, gained energy, desire to be social. Now only anxiety and IBS; the WB counters some sexual side effects of other meds. NOT a morning person, but 450 SR(12hr) right b4 sleep (RIGHT b4 or insomnia)=hop out of bed at alarm. If I take 450 in morning, easy to resist food. Wish I could have both, but splitting dosage or taking XL(24hr) doesn't work. 167lbs 6yrs ago @start, down to125. 3yrs of 130lbs but built-up tolerance, so then 150lbs 2yrs ago. Took @night for months, then back to morning & now 1yr 135lbs. 450mg is max. New dr: split time night & mrng. But that would defeat 1/2 its purpose""",10,2016-09-24,28
92803,Vortioxetine,Depression,"""I've been on 10mg for several months. Also take Wellbutrin, but that's really for smoking cessation. I had no side effects with Trintellix, and it seems to be working well even though we're entering my typical SAD part of the year.""",9,2017-11-05,6
230140,Glipizide,"Diabetes, Type 2","""Must eat before taking this medication.""",8,2009-07-26,70
194180,Nebivolol,High Blood Pressure,"""I have had high blood pressure since I was a child. I have tryed many different meds for this problem. I had bad reactions to many of the poplar blood pressure meds and I am highly allergic to red rice so colesterol meds were no an option. I fired my doctor and went with a new doctor that prescribed bystolic it changed my whole life I am forever in his debt. I went from having multi side effect to almost none in 2 weeks I felt like a new person.""",10,2016-01-13,33
93120,Vortioxetine,Depression,"""Mid 30's with depression for over 4 years.  Was on Lexapro 10mg then 20mg for a lil while, but it wasn't enough and the psych doc wouldn't listen to me or change my meds.  So after 2 years of dealing with him I switched to another psych doc who actually listened to me.  First she added Wellbutrin 150 then 300 XL, it wasn't such a great difference so she switched me to Brintellix after insurance approval.  She started me out at 5mg then titrated up to 10mg then 20mg.  The first few days were the worst with side effects, but mine were nausea and diarrhea, that only I got better in time.  The feeling after being on this medication was great!  I felt more like my old self again, happier, more motivated, less isolation, and got my sex drive back""",8,2016-03-23,118
131813,Effexor XR,Depression,"""I think maybe the 19 year old should have had something like Clonazepam prescribed as well.  I've been taking 150 mg of ""V"" in the PM for awhile now and at first in the morning I feel really shaky all over and wonder if I made a mistake, then I take 0.5 mg, the lowest dose of Clonazepam and I level off and stay that way the rest of the day.""",9,2015-03-16,13
55894,Effexor,Depression,"""I began taking Effexor after coming off of Paxil. I did not like the weight gain and sexual side effects from the Paxil. The Effexor does not do either of those to me even though I have heard some people complain about it. It has also vastly improved my mood and depression. I have been using it combined with Depakote for the past few months and I feel much better then I have in years. My current dose is 150mg a day.""",8,2010-07-16,29
64470,Sertraline,Depression,"""This has to be one of the worst drugs I have ever been prescribed , the side effects are horrible , and have to take more medication to deal with them ! I started off on 50mg , then was weekly increased to 200mg . After 6 months of feeling like death I have decided to wean myself off of them . Everyone I talk to seem to be taking them , they appear to be the fashionable drug at the moment ( probably the cheapest )  and I have heard good and bad reviews , but everyone I've spoken to has some kind of ongoing side effects . Definitely not the drug for me , can't wait to get off of them and hopefully start to feel more human again !""",1,2016-04-13,9
119956,Losartan,High Blood Pressure,"""I'm already on a BP med, but my PCP wanted to start me on losartan because of diet-controlled diabetes. I started at 25mg/day, but, after a week, she increased it to 100mg/day. The first two nights were wrecked with insanely severe back pain (I have a long history of degenerative arthritis in my spine, but this pain was insane!) and the 3rd culminated in a full blown 24-hour anxiety/panic attack the likes of which I have never dealt with (I also take meds for depression/anxiety). I also have a long history of IBS and have had 3 days of watery stools. I refuse to live like this... There has to be a better way. I cannot wait out the ""week or so"" for the side effects when I already had these issues to begin with...""",1,2016-04-18,61
163885,Lantus,"Diabetes, Type 2","""I have been on Lantus for over 3 weeks and I feel I HAVE less control of my sugar levels.  I take 22 units at bedtime, and it isnt lowering my levels like it should.  Per doctor, I cannot take regular insulin with it as the Lantus is a 24 hr dose. So if my level spikes to sway 435, I can't take a shot of regular insulin to bring it down, I have to ride it out till bedtime when I can take another does of Lantus.  I would rather take regular insulin every 6 hrs than do the Lantus, as It gives me more control of the dose I need for my sugar levels.""",3,2015-03-10,15
42291,Atenolol,High Blood Pressure,"""Atenolol

What a joke, sure it lowers your blood pressure at what cost ,you lose your inner well being thank God i found about Nitric Factor, I am now on 12.5 mg of Atenolol to keep my heart rate at about 60 even after alcohol. I was on 50 mg a day and really felt i was not enjoying my life as felt so ill !!!!!!!! My B/P is now 130/70 it was 160/90. I know we are all different but to be honest for me i hated the dose i was given with such horrific side effects for me. I only hope this helps just one person in life as these Cardiologists have no idea of the true side affects.""",2,2016-08-16,36
